(21/01/2014,List((0.001252,0.001814)))
(30/05/2014,List((0.000390,0.000347)))
(12/11/2015,List((0.000126,0.000130)))
(22/03/2017,List((0.000245,0.000243)))
(28/05/2017,List((0.002583,0.002579)))
(02/04/2014,List((0.000536,0.000429)))
(05/04/2015,List((0.000128,0.000127)))
(27/09/2016,List((0.000228,0.000228)))
(19/05/2015,List((0.000116,0.000120)))
(21/10/2014,List((0.000232,0.000230)))
(02/09/2015,List((0.000127,0.000126)))
(30/07/2016,List((0.000238,0.000239)))
(29/01/2014,List((0.001353,0.001602)))
(16/05/2014,List((0.000452,0.000451)))
(06/09/2017,List((0.001912,0.002019)))
(13/02/2014,List((0.001817,0.001572)))
(15/05/2015,List((0.000114,0.000120)))
(19/02/2014,List((0.001424,0.001344)))
(19/07/2015,List((0.000177,0.000169)))
(20/02/2014,List((0.001345,0.001212)))
(24/08/2014,List((0.000120,0.000126)))
(31/01/2015,List((0.000143,0.000139)))
(30/03/2016,List((0.000257,0.000234)))
(24/07/2017,List((0.001973,0.001980)))
(17/09/2015,List((0.000124,0.000125)))
(16/02/2017,List((0.000209,0.000207)))
(06/06/2014,List((0.000359,0.000362)))
(11/09/2015,List((0.000128,0.000131)))
(04/01/2015,List((0.000168,0.000158)))
(13/05/2017,List((0.001188,0.001184)))
(01/03/2014,List((0.001072,0.001057)))
(12/05/2016,List((0.000223,0.000235)))
(05/05/2014,List((0.000468,0.000454)))
(09/05/2016,List((0.000222,0.000224)))
(13/03/2017,List((0.000227,0.000247)))
(14/06/2017,List((0.003305,0.003092)))
(17/02/2014,List((0.001410,0.001343)))
(30/05/2016,List((0.000238,0.000238)))
(24/04/2016,List((0.000224,0.000227)))
(16/09/2016,List((0.000233,0.000250)))
(20/05/2015,List((0.000120,0.000134)))
(20/11/2014,List((0.000216,0.000210)))
(15/04/2016,List((0.000231,0.000233)))
(28/02/2016,List((0.000256,0.000254)))
(10/05/2016,List((0.000222,0.000220)))
(01/07/2014,List((0.000267,0.000259)))
(28/09/2017,List((0.001142,0.001080)))
(10/01/2016,List((0.000180,0.000167)))
(26/09/2017,List((0.001141,0.001151)))
(12/04/2015,List((0.000114,0.000114)))
(12/06/2015,List((0.000160,0.000161)))
(07/10/2014,List((0.000299,0.000297)))
(21/11/2017,List((0.001410,0.001389)))
(29/10/2014,List((0.000255,0.000242)))
(12/11/2017,List((0.001189,0.001038)))
(19/06/2014,List((0.000358,0.000359)))
(20/08/2016,List((0.000236,0.000238)))
(28/08/2014,List((0.000139,0.000131)))
(25/05/2016,List((0.000223,0.000224)))
(04/03/2017,List((0.000211,0.000205)))
(28/03/2017,List((0.000247,0.000273)))
(01/02/2015,List((0.000138,0.000144)))
(07/02/2017,List((0.000212,0.000208)))
(02/06/2014,List((0.000403,0.000395)))
(01/05/2014,List((0.000501,0.000504)))
(23/02/2015,List((0.000141,0.000142)))
(22/06/2016,List((0.000307,0.000266)))
(18/11/2015,List((0.000133,0.000135)))
(18/01/2016,List((0.000152,0.000151)))
(29/08/2017,List((0.001822,0.001867)))
(24/10/2017,List((0.001013,0.001092)))
(30/10/2016,List((0.000223,0.000223)))
(12/09/2014,List((0.000203,0.000205)))
(12/05/2014,List((0.000457,0.000454)))
(20/04/2016,List((0.000222,0.000226)))
(07/01/2014,List((0.000255,0.000225)))
(01/06/2017,List((0.002665,0.002867)))
(16/06/2015,List((0.000170,0.000198)))
(21/04/2015,List((0.000106,0.000111)))
(15/08/2016,List((0.000248,0.000238)))
(29/04/2015,List((0.000099,0.000098)))
(14/12/2014,List((0.000202,0.000196)))
(15/06/2016,List((0.000320,0.000313)))
(24/04/2014,List((0.000568,0.000586)))
(10/10/2016,List((0.000228,0.000228)))
(08/08/2016,List((0.000259,0.000237)))
(30/04/2017,List((0.000736,0.000746)))
(17/07/2017,List((0.001303,0.001520)))
(21/02/2015,List((0.000144,0.000145)))
(31/05/2015,List((0.000162,0.000154)))
(08/08/2014,List((0.000175,0.000170)))
(27/04/2015,List((0.000100,0.000104)))
(22/07/2015,List((0.000170,0.000184)))
(24/11/2016,List((0.000216,0.000218)))
(23/08/2015,List((0.000137,0.000138)))
(17/03/2015,List((0.000144,0.000144)))
(07/04/2015,List((0.000124,0.000122)))
(12/08/2015,List((0.000164,0.000160)))
(22/04/2016,List((0.000226,0.000224)))
(02/02/2016,List((0.000271,0.000262)))
(06/07/2015,List((0.000194,0.000192)))
(27/05/2016,List((0.000228,0.000230)))
(03/04/2015,List((0.000129,0.000129)))
(29/10/2016,List((0.000219,0.000223)))
(21/01/2016,List((0.000168,0.000163)))
(05/01/2014,List((0.000300,0.000271)))
(09/09/2014,List((0.000176,0.000195)))
(26/12/2013,List((0.000588,0.000602)))
(10/11/2015,List((0.000135,0.000123)))
(24/02/2014,List((0.001176,0.001075)))
(25/06/2015,List((0.000179,0.000186)))
(11/08/2014,List((0.000160,0.000144)))
(15/03/2017,List((0.000238,0.000243)))
(03/03/2016,List((0.000244,0.000245)))
(03/12/2014,List((0.000240,0.000237)))
(29/07/2014,List((0.000204,0.000209)))
(14/07/2014,List((0.000270,0.000258)))
(06/02/2014,List((0.001308,0.001306)))
(09/07/2016,List((0.000276,0.000270)))
(30/11/2015,List((0.000130,0.000128)))
(20/04/2014,List((0.000646,0.000629)))
(12/09/2016,List((0.000226,0.000226)))
(02/01/2015,List((0.000183,0.000186)))
(10/04/2015,List((0.000117,0.000113)))
(22/12/2015,List((0.000142,0.000142)))
(02/02/2014,List((0.001449,0.001279)))
(07/07/2014,List((0.000226,0.000223)))
(16/07/2014,List((0.000254,0.000234)))
(24/06/2014,List((0.000326,0.000311)))
(01/03/2016,List((0.000250,0.000249)))
(01/12/2016,List((0.000215,0.000214)))
(08/11/2014,List((0.000220,0.000218)))
(20/03/2017,List((0.000235,0.000236)))
(03/05/2016,List((0.000227,0.000228)))
(21/06/2015,List((0.000211,0.000209)))
(02/12/2015,List((0.000128,0.000130)))
(22/08/2016,List((0.000235,0.000229)))
(08/03/2017,List((0.000209,0.000208)))
(06/09/2015,List((0.000130,0.000132)))
(07/10/2016,List((0.000223,0.000228)))
(21/03/2016,List((0.000214,0.000212)))
(17/07/2015,List((0.000170,0.000180)))
(29/12/2014,List((0.000183,0.000182)))
(30/07/2014,List((0.000209,0.000203)))
(02/03/2015,List((0.000146,0.000149)))
(14/09/2016,List((0.000228,0.000226)))
(15/02/2014,List((0.001575,0.001522)))
(19/04/2016,List((0.000224,0.000222)))
(02/03/2017,List((0.000205,0.000206)))
(30/01/2014,List((0.001602,0.001523)))
(13/07/2015,List((0.000210,0.000200)))
(13/05/2015,List((0.000112,0.000108)))
(27/08/2015,List((0.000133,0.000129)))
(02/08/2014,List((0.000210,0.000207)))
(24/10/2015,List((0.000114,0.000114)))
(17/01/2015,List((0.000142,0.000135)))
(17/11/2016,List((0.000222,0.000224)))
(24/08/2016,List((0.000227,0.000231)))
(31/05/2017,List((0.002639,0.002657)))
(28/04/2016,List((0.000224,0.000228)))
(01/09/2016,List((0.000235,0.000232)))
(25/04/2017,List((0.000511,0.000527)))
(25/07/2016,List((0.000246,0.000245)))
(09/04/2015,List((0.000117,0.000117)))
(16/03/2014,List((0.000841,0.000826)))
(05/10/2014,List((0.000300,0.000273)))
(07/01/2016,List((0.000134,0.000139)))
