(0.001202,1907020)
(0.001299,2818150)
(0.001290,1455000)
(0.001266,2149320)
(0.001358,2420130)
(0.001429,2416530)
(0.001426,2027290)
(0.001482,4679940)
(0.001527,2110320)
(0.001605,4900070)
(0.001674,6470210)
(0.001862,5636470)
(0.001944,6437240)
(0.001831,9117540)
(0.001507,4810030)
(0.001291,2538170)
(0.001158,789545)
(0.001308,1401220)
(0.001374,1831240)
(0.001326,2623790)
(0.001289,2569440)
(0.001363,1879300)
(0.001496,2000720)
(0.001572,1084150)
(0.001560,1003380)
(0.001603,2168880)
(0.001602,2488540)
(0.001403,2112100)
(0.001675,1999700)
(0.001870,4570820)
(0.001909,3206090)
(0.001908,4732940)
(0.001922,5532260)
(0.002038,5896280)
(0.002335,13114300)
(0.001341,9061440)
(0.000753,3509460)
(0.000646,2998020)
(0.000422,716054)
(0.000431,483679)
(0.000441,1259190)
(0.000354,577691)
(0.000344,391890)
(0.000375,296158)
(0.000509,986660)
(0.000374,570553)
(0.000269,314644)
(0.000238,174256)
(0.000284,212892)
(0.000290,265529)
(0.000312,245107)
(0.000321,313907)
(0.000376,303106)
(0.000449,318037)
(0.000451,307917)
(0.000466,273400)
(0.000459,276660)
(0.000492,360974)
(0.000540,341581)
(0.000628,477422)
(0.000706,0)
(0.000694,0)
(0.000913,0)
(0.000460,0)
(0.000498,0)
(0.000700,0)
(0.001143,0)
(0.001520,0)
(0.000362,0)
(0.000289,0)
(0.000866,0)
(0.000904,0)
